index,sentence,label
6299,너 내가 놀아 씨랑 얘기 좀 하게 놀아 씨 19야,3
6300,열 아홉 살이야 2병 뭘,3
6301,그러게 왜 이 개새끼야 몇이냐고 라마 야,1
6302,너 뒤질래 진짜 미친 새끼야 이 개새끼야 시발,1
6303,새끼야 내가 속으로 들어가 개새끼야 너 어디 갔어,1
6304,어디 가겠니 씨발년이 뭘 또 재미없어 이 씨발놈,1
6305,새끼 같은 새끼가 무한도전 길 말하는 거야,1
6306,차라리 길이 더 웃겨 야,0
6307,내가 너희 둘이 어저께 놀았니 아까는 죄송했습니다,0
6308,여기 잠깐 폰을 했어요,0
6309,놀았니 너 남자지 솔직히 얘기해 이상한데,0
6310,혹시 남자친구 있으세요 아니요,0
6311,그럼 크리스마스 할 일 없겠네요,0
6312,22살 남자 친구 하는 거 어때요,0
6313,좋은 남자 아닌데 돈도 많고,0
6314,게다가 이제 필요 없고요,0
6315,약간 좀 그거밖에 없는데 이 씨발새끼 22살 차이,1
6316,게다가 혈액형 B 형남자 간지남 씨발놈 어때요,1
6317,지금 연락이 없어요,0
6318,시발 좆 같은 새끼 개새끼야 미친 새끼가 씨발놈,1
6319,아니 내가 나한테 그랬단 말이야 600 하냐고,0
6320,왜 들어와서 말을 못 잊어 소리 같은데,0
6321,나 같은 년아 아니 아니,1
6322,아니 아가리 여물어 몇 번을 줄 알아 근데 말을 안 해,2
6323,지금 네가 엄마 봉지털 개수만큼 줬어 이 개새끼야 시발,1
6324,새끼야 꺼져 새끼야 개새끼야 시발 새끼야 병신 새끼야 야,1
6325,너 친구 중에 실제 친구들 중에 여자 없어,0
6326,인천에 번호 줄게,0
6327,아니 돈을 말고 손으로 내려 오라니까,0
6328,일단 마르조꼬 번호 교환 그래야지 미친년아 아,1
6329,근데 진짜 걔네 를 초대하면,0
6330,나를 내리면 안 돼 나간다니까,0
6331,네가 걔네한테 뭔데 그게 아니라,0
6332,내가 초대를 하면은 태희가 일단은 좆 같은 소리 하잖아,1
6333,이렇게 장기매매 건 이라니까,0
6334,물어보는 게 나를 내리면 안 된다고,0
6335,그러면 네가 초대하고 네가 한번 얘기해 봐,0
6336,그러면 내가 얘기를 하라고 이게 뭔 상황이고,0
6337,지금 뭘 하려는 건지,0
6338,네가 한번 간단명료하게 논리정연하게 설명을 해 봐,0
6339,야 우리 다시 들어와 너,0
6340,만약에 여기에서 그 여자가 아 뭐야 시발,0
6341,그냥 꺼져 이 좆 같은 새끼야,1
6342,그러면 자발적으로 나간다,0
6343,그러면 너희 엄마 바로 칼 빵이 알았어 어 알았어 몰랐어 알았어,2
6344,뭘 알아 개새끼야 느금마,1
6345,칼빵 한다고 이 씨발놈아 개념이 없어 이 개새끼 배은망덕한,1
6346,새끼 씨발놈 없는 새끼 이 새끼,1
6347,크리스마스 안 보이게 하려고 안 다니면,0
6348,좆 같은 새끼야 알았어,1
6349,초대해 봐 얼른 응,0
6350,그리고 왜 이렇게 개새끼야 씨발놈아 야,1
6351,뭐야 정수리가 지랄하고 있네 아니잖아 하는 거 보니까,1
6352,별 것도 아닌데 씨발새끼들아 어 무서워 오셨어요,1
6353,같은 새끼야 병신,1
6354,무식한 돌대가리 같은 새끼들아 이 개새끼야 진짜 야,1
6355,나가 말씀하세요 초대해 봐 여자 빨리 말씀하세요,0
6356,아까 그 씨발년이 좋아 가지고 하는 말이나 똑같은데,1
6357,대본이 내가 보니까 약간 의심이 됐어,0
6358,그렇게 하는 거야,0
6359,야 작작 좀 해라 안녕하세요,0
6360,아프리카 TV 운영자입니다 탑의 방송을 무단 중계,0
6361,녹화하는 방송 해가 적발되었습니다,0
6362,아침에 계속 묻어 놓고 가요,0
6363,이렇게 세 명이서 폰 방송을 하는데,0
6364,끄려면 좀 앞뒤가 맞게 씨발놈,1
6365,목소리 많아서 뭐 정지를 하겠습니다,0
6366,이런 걸로 골든가 문막 돼지 싹 다 달라서 말도 안 씨발놈아,1
6367,무관중 그랬다는 좆,1
6368,같은 병신 새끼야 이 개새끼가 진짜 빨리 연락을 해보라고,1
6369,네 아 쪽지 진짜 내가 빨리 초대해라,0
6370,네 갑자기 이렇게 씹새끼 밝은척,1
6371,해 두 명밖에 없어 진짜 말도 안 듣고 이 병신 새끼다,1
6372,뭐가 제일 이쁘다 그러더니 야,0
6373,태일아 이제 차 키 때문에,0
6374,그 사람은 그 바지 안 할게,0
6375,야비제이 쏜다,0
6376,그 그 분이 있거든 시간 갖고 싶대 바로 부를게요,0
6377,지금 이 씹새끼 빨리 좀 해라 이 새끼야,1
6378,야 이 씨발년아 알겠습니다,1
6379,일단은 저기 뭐야 나한테 모든 관심을 주지 마,0
6380,네가 말 듣고 있는 거야 이 씹새야,1
6381,너 말 건 적 없어 병신 새끼야 야,1
6382,그건 그래 가능한 여자분들이 있습니까,0
6383,그러니까 좀 그랬으면 좋겠는데,0
6384,내가 지금 초대를 한 이유를 혹시 그 남자 친구가 있으신가요,0
6385,"15,000 당첨되셨습니다",0
6386,잘생기고 돈 많은 22시 지금 방송 여자친구를 구하고 있어요,0
6387,이건희 삼성 회장 이건희 뭐라고 독립문 이고요,0
6388,엘지유플러스 회사가 어디예요,0
6389,그리고 귀여워요 되세요 네 나이가 어떻게 되지 몇 살인데,0
6390,18,0
6391,20 기다리라는 그 사람이 앞에 7시 나가 저기요,0
6392,미친놈 아 그랬냐,1
6393,아 정말 아 이렇게 내 인생이 170만 나를 어떻게 생각해,0
6394,괜찮으면 한번 다시 네가 좀 귀여운 받으면 되잖아,0
6395,괜찮아 솔직히 내 상관이 없잖아,0
6396,네 다 도화동 그림이다,0
6397,좋고 이제는 좀 바뀌었나,0
6398,보다 여성관이 병신 새끼가 어,1
6399,오케이 오케이 개새끼야 오케이 오케이 연결 중 님 장난이었어요,1
6400,혹시 옷 잘입는 남자 어때요,0
6401,이렇게 하면 그냥 어제 일찍 들어갈 거예요,0
6402,그다음에 솔직히 말씀 드릴게요 저는 남자입니다 제가 말씀드렸잖아요,0
6403,혹시 뭐 뭐 이렇게 안 좋아하죠,0
6404,아직 나이가 몇 살입니까,0
6405,지구에서 120180 이라고요,0
6406,제가 지금 제가 그쪽으로 갈까요,0
6407,아주 그냥 딱 맞아가지고 도레미파솔라시도 천생연분,0
6408,그렇게 보일 수가 있는데 어떤 걸까,0
6409,뭐 뭐 얼굴이 근데 이거는 진짜 확실하게 말씀드리지,0
6410,얼굴이 잘생겼어요 사진 같은 거 보여 줄 수 있나요,0
6411,없는데요,0
6412,사진이 없다고요 왜요 뭐라는 거예요,0
6413,몸무게가 어떻게 돼 시리야 야,0
6414,빨리 나가 진짜 170에 57명 준이야 평균이라고,0
6415,여자들이 키가 160,0
6416,제가 이제 몸무게가 40대 고 키가 150,0
6417,제가 30대야 172,0
6418,57KG 평균이 야 이 새끼야 뭘 뭐를 해 아니야,1
6419,청소한 거야 개소리야 평균인데 이 병신 새끼야 야,1
6420,나는 동굴 이만한 가린다고 이 새끼야,1
6421,몇 번을 말해 자기 사진이 없잖아 이 씹새야,1
6422,그거부터 못생겼단 얘기 아니야,3
6423,지금 맞는 게 하나도 없어 나이밖에,0
6424,지금 너한테 좋은 게 없어 키 크지,0
6425,몸무게 통화하지 말고 좋아하잖아,0
6426,아니야 걔는 안녕하세요 24시,0
6427,우와 누나 네 일단은 여기 왔다는 거 자체가 지금,0
6428,뭐 하고 있는지 알고 있는 사람이잖아 그대로 형님,0
6429,그래요,0
6430,아이 또 씨발놈 자동차 벤츠 소개팅이 들어가서 어떻게 되십니까,1
6431,나이가 어떻게 되지 네가 나이가 어떻게 되냐고요,0
6432,이라고요 말든지 바꿔서 어차피,0
6433,나는 두통 목소리가 좆 같은 년아 똑바로 167,1
6434,아십니까 180자 통통한 편이에요,0
6435,소개팅이 직접적으로 어머님한테 페북 친추 받았었는데,0
6436,사진 방송이 나가는 거 아니야,0
6437,아니 나 같으면 안 나가는 한정판 보여 드릴게요,0
6438,날씨 어때요,0
6439,딱 한 장만 반송에 문제로 합시다,0
6440,어떱니까 다른 사람이 모던토킹,0
6441,엄마가 뭐든지 다 부자는 그거는 싹 다 알면서도,3
6442,피로가 씨발놈이 살 가치도 없는 거예요,1
6443,진짜 검색하고 있어 올려 줘 봐,0
6444,근데 내가 왜 이렇게 좋아 아니 개새끼야 올렸어,1
6445,어 깔끔하게 이쁘시네요,0
6446,또 오키 오키 이쁘신데 진짜요 이쁜 거 아니야,0
6447,그래도 이쁘다 있잖아,0
6448,내가 아 다른 사진 보니까 아니네,0
6449,프로필 사진만 봤을 때는 있습니다,0
6450,그러면 날씨 제가 생각하기,0
6451,이쁜 사진 한 장만 공개할게요,0
6452,그러면 어떤 건데요,0
6453,지금 그쪽 페이스북 프로필 사진 이쁘니까,0
6454,그쪽도 이쁘게 나온 걸 알고,0
6455,프로필 해 놓은 거 아니에요,0
6456,그만 까라 이 좆 같은 년아 봉지털 잡아 갖고 흔들리지 시발,1
6457,새끼야 말 말어 너 같은 년은 바다,1
6458,점심 사람 같으면 날씨 그러면 사진을 좀 합시다,0
6459,이쁜 사진 한 장만,0
6460,솔직히 프로필 사진은,0
6461,진짜로 인정할 정도로 이쁘게 나왔다,0
6462,어떻게 11시 그러면 네 알았어요,0
6463,여러분들 추천 타임 한번 가고 드리도록 하겠습니다,0
6464,한 장만 공개할게 안 자고 나 이름은 일단 알았습니다,0
6465,준비하도록 하겠습니다 퍼지네요,0
6466,아까 좀 캔필드 난데 하도록 하겠습니다,0
6467,야 씨발놈아 차,1
6468,다음 사진 두 번째 사진 약간 좀 얼짱 삘도 나와요,0
6469,자기장이 목욕탕 청소하는데,0
6470,여러분들 중요한 거 뭔지 아세요,0
6471,다른 사진들은 다 좆까 이 생겨서요,1
6472,결론은 저두 40만 이제 이쁩니다,0
6473,일단 뭐 이쁜 걸로 여러분들에게 보여드려 차성이씨,0
6474,승희 씨 마음에 됩니까 되냐고요,0
6475,어차피 지금 그쪽도 목에 만났지 않습니까,0
6476,목이 마른 것까지야 아이고,0
6477,이제 좀 뭐 좀 부러졌어요,0
6478,그쪽 감각이 이제 그쪽으로 이제 얼마 안 돼 가지고,0
6479,좀 아플 수가 있는데,0
6480,1시 예 오늘 내 사주라고 하셨는데,0
6481,이쯤에서 몸무게 한번 번개 합시다,0
6482,어떻습니까 여기 사이버수사 인데,0
6483,한번 진짜 싫은가 보네,0
6484,그러면 남자친구 헤어진 지 얼마나 되셨어요,0
6485,어 자기야 자기 그랬어요,0
6486,통한 그러면 동굴에,3
6487,이제 광석을 켜는 아저씨들이 들어오지 않았어요,3
6488,여섯시 죄송한데,0
6489,혹시 그쪽 그 사진첩에 있는 안경 쓰시는 게 남자분,0
6490,그냥 내가 임실고,0
6491,너랑 승희랑 좀 연결을 해 주려고,0
6492,오빠가 얘기 너를 초대했어,0
6493,그래 너는 성이 어디가 마음에 들어 그냥 재미있어,0
6494,모피 큰 거,0
6495,그러면은 만약 승희가 키가 이제 166 이야 싫어요,0
6496,보는 거네,0
6497,그러면 차를 같은가,0
6498,씨발년아 747,1
6499,14개의 감사드립니다 감사드립니다 고맙습니다 엄마 그러던데,0
6500,뭔 소리야 난 아 마이크 껐어 아이고,0
6501,시발 나는 그러면 승희랑,1
6502,사귀고 싶은 마음에 들어 오신 거예요,0
6503,그러면 알겠습니다,0
6504,MC 를 모범적으로 도를 들어와도 가야 되는데,0
6505,이제 장점을 많이 드리도록 할게요,0
6506,P285 십센치가 대가리크기 굴려 근데,3
6507,그거를 속에서 27CM 그대가 크기구요,3
6508,열한시 박영진 닮은 얼굴 안 봐 어 그러면 키를 많이 보군요,0
6509,고쳐 안 못생겼어 이 씨발년들아 보십니까,1
6510,펌프기 아니야 안 봐요,0
6511,그러면 남자가 일찍 사정을 하는 게 좋아요,3
6512,아니면 늦게 사정을 왜 이런 거는 알고 들어가야지,3
6513,얘들아 사진 안 갔으면 말했었어,0
6514,아 그냥 말해요 왜요 아 뭐 이렇게 씨발년아 날씨,1
6515,단도직입적으로 물어 볼게요,0
6516,그러면 고양이 주신다 그랬는데,0
6517,승희랑 하루만에 하실 수 있습니까 왜 물어보는 거야,0
6518,그거는 씹새끼야 하루 만에 분가 분가 할 수 있습니까,1
6519,그래요 이거 누가 란 뜻이 이제 데이터란 뜻이지,0
6520,모기 이상한 생각하지 마세요,0
6521,여러분들 상해씨 물어보도록 할게요,0
6522,저 날씨가 어떻습니까,0
6523,저번에 이제 저를 많이 알 수 있도록 저를 저를 잘 모르잖아요,0
6524,그냥 사진 보고 못생겼다,0
6525,그래 절대 아니고 아,0
6526,날씨 기분상 했잖아 이 개새끼야 너 때문에 옛날에 너를,1
6527,옛날에는 씨벌 동굴 빠르다가,3
6528,어떤 새끼가 몇 번 나 좀 웃겨 줘 그러면 이렇게 말할 테니까,1
6529,씨발놈 정글 가릴 거 가지고 그러네 같은 새끼가 아니,1
6530,너 지금 제일 노달달 같은 사건을 이렇게 잘 모르는데,3
6531,어떻게 될지 모르는데,0
6532,시발 개새끼야 야이 개 씨발놈아 개새끼야 어,1
6533,크리스마스 때 그냥 서로 만나 갖고 시발,1
6534,이거 하고 헤어지면 될 걸 새끼야 사귀자고 난 했는데,1
6535,아까는 사귄다는 사귄다며 이 씨발년아,1
6536,라인이 세 개씩 하셨어요,0
6537,혈액형이 O 형이랑 그러냐고요,0
6538,날씨 비 옵니까 에이비어,0
6539,아이 뭐야 1시 회사로 저는 평택시 갔습니다,0
6540,무슨 페티시 교복 스타킹페티쉬 있어요 스포츠 브라 하자,0
6541,이게 slp 묶어놓고 입니다 장난이고요,0
6542,방송 그쪽으로 갈게요,0
6543,아님 가식적으로 하지 마라 이 개새끼야 날씨,1
6544,그러면 성의가 사귀자하면 진짜로 사귀는 이야기 있으십니까,0
6545,뭐라고 야,0
6546,준이가 사귀자하면 사귀고 만날 의향이 있으신 냐고요,0
6547,벌써 방학이고 사귄다며 당황스러워 사귄다 그랬는데,0
6548,지금 일정에 말을 이승기가 날 싫어하나,0
6549,이런 식으로 생각하기에,0
6550,지금 비싼 척하고 틀린 거 아닙니까,0
6551,다이슨 이 쓰레기 새끼 여러분들,1
6552,이런 새끼가 이 새끼가 여자 공간에 자기한테 직접 때만,1
6553,얼굴 주까지는 바로 갖다 버려 이 씨발놈,1
6554,그러니까 이 개새끼야 네가 200만원대출 하고 웃긴 거 아니야,1
6555,씨발놈아 적당히 해라 이 개새끼야 그래 알았다,1
6556,그러면은 4개월 동안 남자도 안 만나셨으면 은 구의동,0
6557,그래서 아니 그래서 뭐,0
6558,갑자기 폭포가 얼른 다 다 다 다 그런 거 없습니까,0
6559,알아 듣지 못 하는 척하지,0
6560,마 이 씨발년아 그냥 아 진짜 아니,1
6561,그냥 이쪽도 말을 돌려 말하세요 없어요,0
6562,그럼 목요일 날씨는 전화 오는데,0
6563,지금 받지 마세요 있죠 할 때 날씨가 가세요,0
6564,제가 나중에 전화기 가지고 한번 놀러 갈게요,0
6565,죄송합니다 아들아 했으니까,0
6566,그러면 초대받아 신천지 신청 안 했는데,0
6567,너 안 먹을 것만 줘야지,0
6568,개새끼야 뭐 씨발놈 김치 가지고 있어 야,1
6569,왜 없어 이 씨발놈아 이걸로 개새끼야 씹새끼야 돈 많다고,1
6570,이건희 회장 씨발놈 새끼 새끼 새끼 그걸로 안 돼,1
6571,너는 이 씨발놈아 그냥 키가 작은 게 다들 싫구나,1
6572,씨발년들,1
6573,씨발새끼들아 좆 같은 년 들어가,1
6574,그냥 키가 작은 거는 그냥 싫다 이 거야,0
6575,씨발년들 무성리 들어왔어요 힘내세요 나 말씀하세요,1
6576,혓바닥 반점이 틀렸어,1
6577,다른 가지고 뭐라고 하지 마세요,0
6578,혹시 그 반송 하시는 하얀 님이세요,0
6579,이건 울산서 하느님 아니에요 랜딩 여자친구 방송,0
6580,그나마 얼마나 남았어요 힘내세요,0
6581,아니 아직 가지 마세요 가지 마세요,0
6582,여쭤볼게 있으니까 서영 님,0
6583,아니 일단 제 말에 부끄러워 안 하셨으면 좋겠어요,0
6584,알겠습니다,0
6585,왜 울산이하연 님 맞으십니까 라면 저는 그 사람이 죽었다,0
6586,같은 년아 그러면 저는 하은이가 아니,1
6587,아니 만 잘못 거셨습니다 이유가 있다는 거예요,0
6588,시발 어디가 아니 서영미 어디가 가만있어 형님,1
6589,정말 아니에요 죄송합니다,0
6590,내일 날씨 마셔 아니에요 진짜 잘 인식 이상하네요,0
6591,다시 통화를 씨발년 안 지워요 남자친구 있어요 응,1
6592,그럼 어떤 뜻이에요 잘못 들었습니다,0
6593,아니야 시간 마이크가 너무 커서 뭐라고 소영 씨,0
6594,나이 22살 라고 하셨는데,0
6595,시간 몇 시입니까 당뇨식 너 뭐야 6시 반 넘어요 아,0
6596,여기서 여자부 하지 마 왜 있으니까 힘내,0
6597,그러면 그쪽 뭐지 친구를 소개해 줄 뿐 없습니까,0
6598,친구를 여기서 왜 소개해 줘,0
6599,지금 저녁 jfi 아,0
6600,그치 씨발년 미친년이라고 성대모사 할 줄 아시는 거 있으세요,1
6601,없어요 성대모사 해 보세요,0
6602,화살 한 발로 세상을 평정해주지,0
6603,이러면 4시 아 이 씨발년아,1
6604,그냥 개새끼 이러면은 역시 병신 목소리가 뭐야,1
6605,미친 새끼,1
6606,전원 꺼 똑같은 거야,0
6607,어 결론적으로 혼자 있을 거라고 믿어 길 지랄들을,1
6608,뭐야 왜 바뀌었냐 돈밖에 없다,0
6609,이거 뭐야 아 뭐야 안 하기 때문에,0
6610,이거 뭐야 씨발년아 나도 보자,1
6611,나도 보자,0
6612,어디서부터 빨리 시작해 보자,0
6613,내가 뭐야 빨리 와 봐 야 너 언제 볼 거야,0
6614,그러니까 일단 거기서 봐 구슬아 구슬아 야,0
6615,나와 이 새끼야 내가 뭐야 뭐야 이 개씨발새끼야 이겼어,1
6616,미팅을 하세요 머리 쓰나요,0
6617,내가 나갈 거 같다,0
6618,야 야 야 그거 마지막 영어로 뭐라,0
6619,그래 야 마지막 영어로 뭐라,0
6620,그래 야 미친 새끼야 야 야 야 닥쳐 먹고,1
6621,내가 타 내가 달방 가려고요,0
6622,이거 잠깐만 야 이게 때마다 저희 부부가 있어요,0
6623,개소리 가시려고 그러는 거야,1
6624,나 지금 BBC 하고 있거든,0
6625,말하는 강아지 이럴 때 구호가 있다고요,0
6626,부호가 말해 봐,0
6627,여기 있어 그냥 뭐야,0
6628,뭐야 뭐야 아 야 승질 해서 미안한데 야 해서 미안한데,0
6629,파티 하자 123 야 시발 개새끼야 존나 또라이 시발,1
6630,진짜 뭐 뭐 하니 일 좀 봐 이 씨발년아 뭐야 아 뭐야,1
6631,내가 들어요,1
6632,좆같은 씨발년아 너 이름이 세라냥 이름,1
6633,수세미로 바꿔 씨발년아 내가 개새끼야 시발 년아,1
6634,아직 여기 불과 물 한 2시간만 자 이거 맞지,0
6635,내가 다 양념한 거 있었잖아 그래야겠다,0
6636,잠깐 나갔다가 이렇게 좀 하고,0
6637,올게 나가서 살 수 있냐,0
6638,미션 하나 둘 공부하라고 이 개새끼들아 123,1
6639,아가리 좀 닥쳐 이 병신 새끼야 야,1
6640,뭐야 이 새끼야 개새끼야 뭐야 살았더니,1
6641,뭐 이상한 소리야 시발 새끼야 병신 참 좋더라,1
6642,진작 그렇게 얘기를 몰랐지,0
6643,이런 그렇게 부탁 좀 드리겠습니다,0
6644,"뭐야 7,800원 정도 계시는데",0
6645,이렇게 여러분들 아니야 하나,0
6646,둘 셋하면 지금 말하고 알았지,0
6647,그러니까 이 새끼 개새끼가 알았어,1
6648,이런 시발 시발 뭐야 이거 진짜 진짜 그렇게 못 산다,1
6649,시발 야 떠들지 말고 이렇게 못 하는 거 같으니까,1
6650,내가 봐도 내가 못 하는 거 같아 이 개새끼야 다른 사람,1
6651,새끼 아니다 나도 내가 쓴 하신다면서요 왜 이렇게 들고 있어요,1
6652,내가 할게 내가 할게 아 뭐야 뭐야 야 어디 어디 어디예요,0
6653,중계 야 씨 받아 봐 야 이게 아,3
6654,씨발년아 팬티만 입고 살 때부터 알아봤어,1
6655,그거 아니 밥 처먹고 30만원 24시 씹새끼야 될 거 아니에요,1
6656,지금 여기는 왜 이렇게 다 돼서 뭐요,0
6657,씨발놈아 개새끼야 시발 병신 새끼 시발,1
6658,좆같은 새끼가 이 개새끼야,1
6659,잘못 아는 거는 저는 원래 게임을 이거 안 하잖아요,0
6660,이거 말을 해 제가 봐 드릴게요,0
6661,마지막으로 이렇게 좀 하라고 이 새끼야 야,1
6662,야 야 내가 하나 둘 셋하면 느금마 하라 그랬어,2
6663,안 그랬어 이 시발 동굴 년들아 그래,1
6664,자기가 원하는 거 해 봐 아이스 하나 있다,0
6665,아이 씨발년아 아이 둘이 뭔 소리야 하나 있어 아,1
6666,나 내가 볼 때는 방,0
6667,코리아냉장 알아 얘는 게임 시작할 때 일이다,0
6668,그랬어 그러면 방송한다고 난 다른 거 아니야,0
6669,그걸 이제 알았냐 이 병신 새끼 아까 시작할 때,1
6670,그건 씨발년아 새끼를 모르겠네 이해를 하는데,1
6671,왜 오래 걸려 뒤로 가기 때문에 갑니다,0
6672,아 하지 마 이 개씨발,1
6673,좆같은 시발년 아 야 개새끼야 그렇게 하자고 하지 마,1
6674,씨발년아 그리 기분 좆같네 지금 뭐 하는 거야,1
6675,야 다시 해봐 그거 야메떼 1515,0
6676,비 안 와 있으니까 여기 한 명밖에 없는 거야,0
6677,빨리 여기 한 명밖에 없어요,0
6678,아 아 야 야 이 씨발놈아 이,1
6679,개새끼가 여친이 잘하고 있잖아,1
6680,대신에 개새끼야 우리 귀염둥이 시발 시발 시발 시발,1
6681,진짜 모르겠네 아니 잠깐만 아 이거 얼마 주고 샀어요,0
6682,사지 말고 가지고 놀아,0
6683,씨발놈들이 가뜩이나 똑같은데 이 개새끼가 진짜 씨발놈들아,1
6684,와 바보야 하지 마,1
6685,하지 마 이 개새끼야 그냥 더 짜증나 개씨발새끼야 시발,1
6686,미친 시발 시간 있어요,1
6687,씨발년아 아예 하지 마 야 방금 여기서 있었냐,1
6688,누구냐 편집 아니군요 누구였냐,0
6689,야 이 씨발년아 야,1
6690,네가 하는 바람에 졌잖아 이 개 좆같은 년아 이거 이거,1
6691,이거 이거 하자 이거 하고,0
6692,얘를 우리 뭐 하고 놀래 블락비 좀 받으세요,0
6693,아 뭐야 아 시발 개새끼가 뭐야 씨발년아 빨리빨리,1
6694,아 밑에 있잖아,0
6695,아 그걸 왜 내려가냐 이 씨발년아 야 애들아,1
6696,너 솔직히 말해 봐 어 그렇게 말하지,0
6697,맨날 그러니까 별색이 아니야,0
6698,그치 그럼 뭐 때문에 회색인데,0
6699,일단 목소리 섹시하게 내지 마 이 씨발놈아 솔라,1
6700,그러니까 이 개 새끼야 아니 시발,1
6701,진짜 돌대가리 같은 놈이네,1
6702,아니 밥 처먹고 야,3
6703,왜 이리 와 노래 달도 아,0
6704,왜 여기 여자도 여기 구석에 빨리 가세요,0
6705,가세요 이 씨발년아 근데 못 받잖아요 아 뭐야,1
6706,아니 지금 야 안 되겠다 이 새끼도,1
6707,교육 좀 시켜야 이 씨발년 야 집에 들어갔다가,1
6708,앞으로 나와 길로 나와 이거 앞으로 나와 뒤로 돌아 아이,3
6709,새끼들이 방송을 모르네,1
6710,우리 주먹을 맞춰야 될 것 같아 일단 내가 1번밖에,3
6711,노래,0
6712,좀 맞춰야 될 것 같아요,0
6713,일단은 비번은 내가 뭐야 폰으로 사 줄게 기다려 봐,0
6714,그렇구나 새끼야 기대하지,1
6715,마 이 씨발년아 그런 소리 해,1
6716,새끼야 총알을 대가리에 받는다고요,1
6717,안 샀어 어 들어와 빨리 비번 안 돼 비번이 다 보여요,0
6718,기분이 왜 보여 존나게 하세요,1
6719,정말 길게 위에 보이는구나 알았어,0
6720,내가 다시 다시 아까 그 새라 하라고 빨리 아 뭐야,0
6721,또 피로가 안 된대,0
6722,그럼 누가 다른 사람이면 되나 어 전화 드릴게요,0
6723,어 그래 네가 불러 부르는 그 노래,0
6724,한 곡 불러 시작하자 눈 오시는 초대 안 내려가세요,0
6725,시작해 시작해 이 새끼가 펫토피아 꺼져 새끼야 나,1
6726,초대해 봐 비투비 아는새끼 없냐,1
6727,어 나는 친구 없어 볼게요,0
6728,웬만하면 좀 섹시한 여자 캐릭 오게 야 미안하다 해야지,0
6729,노래 오빠들이 교육 들어간다 들어간다,0
6730,야 야 너만 에반 비용 개새끼야 보고 나 죽이지 말라,1
6731,그러네요 그렇지 야 이 교육 시켜 달라고요,0
6732,그래 뭐야 자꾸 하라고 말하지 말고,0
6733,애교 떠는 거야 시동 있잖아요,0
6734,그렇지 아니 왜 자꾸 여기다 그래 그래,0
6735,아니 시발 아 뭐야 야,1
6736,우리 자기한테 관심 하면 자꾸 살인을 저질러 어,3
6737,종료해 줘 받아도 그냥 서로 죽이지 말아 봐,3
6738,자기한테 관심 안 주면 어떡하니,0
6739,아니 왜 아니 병신 새끼,1
6740,또 어디로 가 아니 이빨 가로등 너는 왜 이렇게 얘기해 아,0
6741,씨발년아 누나가 올라와 먼저 여기선 지퍼 들어오더라 손 싶어,1
6742,아니 야 일어나 야,0
6743,야 비켜 봐 시켜볼게있어 똑바로 야 알았어요,0
6744,알았어요 알았어 들어가 엄마랑 사과해 하라고요,3
6745,아 좀 차려 줘 맞아,0
6746,그러니까 자꾸 죽은 사람 바뀌어서 갑자기 야 야,0
6747,네가 지퍼 전봇대 어디 갔냐,0
6748,야 병신아 야 이 씨발년아,1
6749,내가 뭐 CC,3
6750,일단은 뭐 그 뭐 혹시 이응 디귿 디귿 십니까,3
6751,그쪽 그 있잖아요 광산 있을 텐데,0
6752,그쪽에 10년이 하고요,0
6753,아직 닫혀 있어요 광산이 아직 잘 모르겠네요,0
6754,시은이는 더럽게 못생겼어,0
6755,잊어버리자 모임이 있으니까 저를 소개시켜 준다고요,0
6756,그럼 지혜를 줘,0
6757,씨발놈아 좀 소개해 줘야지 이 씨발년이 보는 눈이 있으시니까,1
6758,뽀뽀는 너무 좋네요 열어 주세요,0
6759,지금 일단 좀 시켜 줄게요,0
6760,그 남자 그 새끼랑 하고있어요,1
6761,19살 방송 나간 거 남자 친구한테 걸린 적이 있거든요,0
6762,16일 몸무게 4키로 그러니까 아,0
6763,그 말은 더럽게 못생겼다 얘기죠,0
6764,정말 잘 생겼습니다 어제 어떻게 생겼어요,0
6765,그러면은 착하게 생긴 거 같아 못생겼다는 거야,0
6766,씨발년아 아니고 기억도 잘 생기고,1
6767,매력있게 생각도 안 해,0
6768,약간 목소리가 잠깐 갔다 왔었는데,0
6769,그럼 어떻게 되세요,0
6770,남자의 자존심 있기 때문에 일단 지혜 씨,0
6771,저의 장점은 일단 말씀 드리겠습니다 120,0
6772,6화는 피해요 같이 뽀뽀하면 이제 발꿈치를 막 중국,0
6773,이제 막 시킨 사람들,0
6774,뽀뽀라 관계야 되잖아요,0
6775,얼굴 볼 수가 있어요,0
6776,거기 때문에 안 계셔서 먹기 여러가지 할 수 있습니다,3
6777,개소린데 키큰사람들 그냥 앉아 가지고 이렇게 무식한 새끼,1
6778,그냥 막 병신처럼 30분,1
6779,뭐 키스 구매 새끼들 처럼 이렇게 해야 돼요,1
6780,약간 그런 부분이 있고,0
6781,그리고 어디 갔어,0
6782,누가 한 거야,0
6783,목소리 가능한가 새로운 스타일의 여자분,0
6784,민경미 고마워 할머니 꺼져 야 꺼져 야,1
6785,닥쳐 봐 되잖아,1
6786,이따 내 거야,0
6787,이따 키핑 해 놓고,0
6788,제가 저기 태희랑 같이 찜질방에 간 적 있어요,0
6789,그냥 씨발놈아 보이지가 않아요 시발 괜찮아요 아,1
6790,정말 예 그냥 뭐 그냥 내가 고추를 사러 가야 돼,3
6791,가족들을 웃는 게 더 크게 아가리 닥쳐,3
