index,sentence,label
3109,네가 공부도 열심히 하고,0
3110,그러면서 의사선생 내 가지고 어 돈 잘 벌어 가지고 아빠,0
3111,엄마 이것 좀 갖다 드리고,0
3112,그러면 옷 사 드리고 해 동아 맨날 거기 코트 형님,0
3113,방송 이게 나오면서 개 따까리 집 그만하고,0
3114,차라리 모형 밑으로 오면은 내가 뭐,0
3115,저기 있는 승희한테 15% 주는 것처럼,0
3116,얘기를 하는 거야,0
3117,너도 보내 방송이 들어온다 0.3% 줄 거야,0
3118,형이 출연료가 300원 되는 거야,0
3119,300 어쨌든 너는 열차 싸니까,0
3120,뭐 그렇게 돈이 필요 없잖아,0
3121,타이머 5시간 죽이지 형이랑 아빠가 다 그리고 300원 받고,0
3122,하나 사 먹고 싶어 술 먹다,0
3123,네 똥구멍에 넣고 검사를 인생살이 아니야,0
3124,빌리지 보면 이제 어머니한테 최대한 안 걸리게 해야 돼,0
3125,머리가 왜 할 수 있으니까,0
3126,뭐 하지 어머니 이해하실 수 있어 이 새끼가 설마,0
3127,나를 어머니도 출근할 수 있었기 때문에 조심하고,0
3128,어 그래 끝으로 형이 결론적으로 하고 싶은,0
3129,말해 봐,0
3130,이제 솔직히 내가 태영이 입장에서 까놓고 말할게,0
3131,내가 그 형님이 없으면,0
3132,나의 멤버가 따른 탑의 방에 가서 막 같이 임학 연결,0
3133,고리 만들고 아가리 털기 그러는 거는 굉장히 불쾌해,1
3134,은행이야,0
3135,너한테 뭐 말하는 겉으로,0
3136,표현을 안 하고 말하나 있을지 모르겠지만,0
3137,소식이네 식적으로 속으로 생각하기에 자료 진짜 좆같을 거야,1
3138,너도 왔다갔다,0
3139,그만 가리지도 않고,0
3140,한 곳에 딱 머물러 있어 복숭아 네 엄마는 이런 아니야,0
3141,너 모르면 어떡하냐,0
3142,예를 들어서 지금 승희도 못생긴 용돈 써,0
3143,그러면서 터지는 게 굉장히 좆만아,1
3144,너 걱정이 방송에서나 터진 거 있어 그거까지는 마세요,0
3145,아니 다른 게 아니라 너한테 소중한 게 있냐고 그건 없어요,0
3146,그니까 이게 우리 있네,0
3147,"그래도 우리가 예 너 6,000원",0
3148,"혼자 라면 먹고 1,700원 될 텐데",0
3149,이거 받고 싶어 자존심 찾으신 나온다,0
3150,최신곡 대답해 하고 싶어 좋아하는 여자한테 어,0
3151,왜 뭐 돈 필요한 이유가 뭐야,0
3152,그래 가지고 왜 그러는데 15살이 없는데,0
3153,학교 가다가 불량식품 이라도 뭐 사 먹으려고,0
3154,그냥 보통 아 그런 기념으로,0
3155,형 방에서 멤버 하는 거 어떠냐,0
3156,뭐 나한테 너 뭐라고 하지 않을게,0
3157,코팅 방송에서 할 때는 하고,0
3158,내 방 소개 할때는 하고 번갈아 가며 사는 거 어떠냐,0
3159,그러다가 네가 이제 더 꼴리는 쪽으로 이제 가는 거고,0
3160,어때 깔끔하게 과연 그의 선택은 야,0
3161,예 말해 봐 너,0
3162,코드 형님 방송에서 멤버 하면서 너한테 득되는 게 있어,0
3163,돈을 바꿔라 뭘 선물해 준다고 하나,0
3164,뭐가 있어 근데 형은 방송 끝나면 너도 이제 뭐 짜장면,0
3165,한 그릇 사 주고,0
3166,"불량식품 사 먹으라고 5,000원을",0
3167,100원짜리 몇 개 던져 주고,0
3168,어 빨리 치고 당해,0
3169,너는 어쨌든 따까리 취급을 당해,0
3170,도형은 이제 그만한 대가를 주잖아 20만 원,0
3171,20만 원 나한테 큰 걸 하냐고 통화 거지,0
3172,어 그러면은 너는 어떻게 생각하니,0
3173,지금 신천 엔터테인먼트 서원이 한 명 있어,0
3174,박영진 닮은 새끼 있어 존나,1
3175,크고 이 병신 새끼 복덩이가 이제 후임으로 들어오더라,1
3176,저 잠깐 집에 갈 겁니까,0
3177,사장님 대리로 승진하거나,0
3178,그런 건 없다 이 새끼야 똑같이 걔랑,1
3179,나랑 똑같이 상황이에요 아니죠,0
3180,그럼요 똑같은 사람이 있긴 한데,0
3181,어쨌든 너가 나이가 더 많잖아,0
3182,네 맘대로 만들어 먹어도 돼,0
3183,그러면 내가 상관할 거 아니야 어 그래요 안 되겠네,0
3184,그렇지 복통 하면 어떡하냐 수습사원 처럼 들어왔습니다 들어가겠습니다,0
3185,신세경 님 의리 없는 새끼 개새끼야 시발 새끼야 그래,1
3186,미안해 잘못했어,0
3187,알았어 빨리 많이 잡았나 보네 가만있어라 알았어,0
3188,통화 시험반 진심이 아니었어,0
3189,네가 시험이든 아니든 뭐 뭐 이게 진심일 거 아니야,0
3190,그 대답이 너 진짜 그럴 거야,0
3191,아니 구라 까지 말고 아니야 너,0
3192,이러면 너 뒷감당을 생각을 해야 돼,0
3193,근데 그 뒷감당은 형이 커버 찾을 수가 있어 거기 있는 거,0
3194,멤버분들 다 우리한테 안 가르쳐 주는 것만으로도,0
3195,아버지 가능해,0
3196,그러니까 한번 네가 이제 선택을 잘 하면,0
3197,네가 뭘 뒷감당이 후환이 두렵다,0
3198,그러면 우리 승희랑 나랑 커버해줄 수 있어,0
3199,위젯이 사람은 라인에 잘 타야 돼 그래 뭐예요,0
3200,그때 그때마다 자기한테 필요한 사람한테 어떻게,0
3201,어떻게 다운 받는 것도 있기 때문에,0
3202,복덩이가 이제 뭐 그렇게 한다면 밀리지 않을게요 하겠습니다,0
3203,가겠다 이 개새끼야 너 같은 새끼 네가 인간이 아 시발,1
3204,장난한 거지 이게 바로 우리 통화 뭐냐 광대역 통화 하세요,0
3205,빨리 형은 너를 받을 생각이 위치,0
3206,당연히 근데 너가 뭐 어떻게 정리를 하고,0
3207,거기 나올 건데,0
3208,그걸 얘기를 해 형한테 종이 솔직히 요즘 제가 고창 1호점,0
3209,방송하면서 저도 솔직히 잘 못 챙겼어요 방송 느꼈거든요,0
3210,제가 아 그니까 네가 이제 코트 형님,0
3211,방송 몇 번 나오면서 개새끼처럼 이제 내가 방송 옛날 거지,1
3212,너 빨아가지고 방송해 싸가지 없는 새끼 아냐 이 개새,1
3213,저는 방송을 켜서 신청을 누나는 적이 없어요,0
3214,뭔 소리야 기름을 먼저 가지고 와 가지고,0
3215,그 새끼 많이 먹지는 않았다,1
3216,서울이 어깨깡패 공주 형이 막 100개로 통합,0
3217,회원 가입해서 드릴테니까,0
3218,중계방 병신 같은 데 있지 말고 본방으로 놀러 오세요,1
3219,형님 아 정말 감사드려요,0
3220,형님 야 근데 어떻게 보면 지금 포항에 비 싸는 거 아니야,0
3221,너 어디서 하는 거야 이 병신 새끼야 그래,1
3222,그러면 컴퓨터로 들어오게 되면,0
3223,너랑 학교가 몇 시에 끝나 5시 5시 이후부터는 풀로,0
3224,이제 여기,0
3225,들어와서 형이랑 같이 할 수 있는 거야,0
3226,예 예 너 5시 이후에 맨날 집에서 컴퓨터만 하지,0
3227,예 너는 내가 볼 때,0
3228,사이버 일진이 고 사이버중독 자고,0
3229,진짜 싫지 친구 한 명도 없어 너 같은 새끼들,1
3230,친구들 많아요,0
3231,신태일 인정하지만 새끼야 지금,1
3232,나를 비디오 말을 하는 게 아니라,0
3233,너를 이때 말하는 거,0
3234,나는 친구 없는 거 인정해 있어봤자 이승희 철구,0
3235,영남 거야,0
3236,그러면 그거는 뭐 문제가 아니야,0
3237,일단 분노에 대해 얘기를 하는 건데,0
3238,야 너 학교 갈 때 안경 쓰지 아니요,0
3239,막 말이랑 막 부부 엉덩이까지 오고 복음학교 리지도 않고,0
3240,막 나팔바지 에다가 막 질질 끌고 다니기 쓰레빠,0
3241,신고 안 줘 가지고,0
3242,그러다가 이제 집 오면 안경 딱 듣고 시발,3
3243,개새끼야 이 새끼야 안 좋은데,1
3244,이거 나가 보겠습니다,0
3245,아니야 아니야 아니야 그게 아니고,0
3246,이제 아 이제 파이처럼 부른다는 얘기에요,0
3247,뭘 듣고 점박이 왜 이렇게 이렇게 하는 게 아니,0
3248,그러면 또 시끄러우니까 그렇게 하겠다는 거잖아,0
3249,"그렇지 지금 8,000원",0
3250,그렇게 불러 가지고 귀엽잖아요,0
3251,말귀를 못 알아 들어서 우리가 이렇게 하면 되는 건데,0
3252,복동아 지금 사람들이 노잼이라고 하는 거는,0
3253,지들이 부러워서 야 여기 찍고 싶은데,0
3254,왜 이렇게 병신 존나 시발 믿을만한 말리부 다리 개수를 많거든요,1
3255,내가 설명하니까 하잖아요,0
3256,형님 누님들 개 무시 하냐,0
3257,아 죄송합니다 죄송합니다 죄송합니다 짝 깜짝 걸었네요,0
3258,너 지금 누구 닮아간다,0
3259,너 알아 생각이 씨발놈아 동아 문제가 아니라,1
3260,너 이따 형 멤버로 들어오게 형 이제 전화를 할 거야,0
3261,너 폰 번호 톤 있지,0
3262,그래 가끔씩 이제 방조하고,0
3263,네가 이제 뭐 승리처럼,0
3264,이제 매일 같이 와서 매일같이 아니어도 서로의 제목,0
3265,네가 오늘처럼 뭐 방송을 같이 한다,0
3266,열어 줄 거야 너는 얼마 받고 싶어 뭐,0
3267,예를 들어서 1시간을 같이 했다,0
3268,그러면 진짜 엔터테인먼트 차리라고 3일이 많은 3일에 많아,0
3269,너는 고약한 신고를 받고 있기 때문에,0
3270,3일에 지금 신고가 좆 같아 너도 지금 좀 목적으로 들어오라,3
3271,그래 있을 때 안 받고 오겠습니다,0
3272,이승일 학원 천지차이나 이 씨발놈,1
3273,그럼 그런 인성 좋아 이 개새끼야,1
3274,내가 이러면은 오히려 기분이 좋아서 그냥 더 줄게 더 줄게,0
3275,뭐 이래 아 힘들어 아 괜찮아 그만 줄게 아니에요,0
3276,저는 한달반동안 인정을 받아서 이제 고용이 된 거,0
3277,그거 똑같이 말해 줘,0
3278,당연히 지금부터 승희 씨,0
3279,그랬지 부들부들 그만 하시고요,0
3280,그거는 인정합니다,0
3281,그래요 예 그렇죠 그렇죠 그렇죠,0
3282,주님과 함께 감사하고요,0
3283,고맙습니다 복숭아 이 새끼야 지금 통화 중인 거 같아,1
3284,일단은 먹으면 목걸이 컨텐츠는 뭐,0
3285,너는 어떻게 받는 거에 대해 어떻게 생각하냐,0
3286,멤버 멤버가 어떻게 말하는 거야 이거 먹고 전번 아니고,0
3287,이렇게 하는 거잖아요,0
3288,그렇지 이렇게 귀여운데 좋게 생각해요,0
3289,저 새끼 때문에 이제 옛날에 같이 했었을 때,1
3290,귀엽게 웃기고 있어 갖고 내가 그렇죠,0
3291,호빵 와서 알잖아요,0
3292,승희 씨 같은 거 할 거 있으면,0
3293,또 게임 하는 게 뭐 뭐 있어 계단 서든 게임 하고,0
3294,뭐 해요,0
3295,어 진짜 너 계급이 뭔데 젖꼭지와 개그 거야,0
3296,지금 아 진짜 개,0
3297,아니 개그 짧아서 젖꼭지가 뭔 소리야,0
3298,두시 에 깨워 줘,0
3299,아니 뭔지 씨발새끼야 자꾸 몰라,1
3300,아니 어떻게 하는지 모른다고요,0
3301,카트라이더 너 신고할 때 친구 이름이 뭐야,0
3302,그런데 그 새끼가 다 18살 이름은 말이야 막걸리야,1
3303,씨발년아 계속 누르면 되잖아요 모르겠지만,1
3304,보겠네 가끔도 약간 그,0
3305,약간 다이어트 길이 같은데 말았어,0
3306,진짜 귀엽네 인기가 많아 친구들이여 걸 아니,0
3307,진짜 52명 등록세 있어 48명이 음식 집이야,0
3308,너는 100명이 넘고요,0
3309,한 개도 없어요,0
3310,이제 배달 음식 그 단 말이지,0
3311,1학년 2학년도 비상연락망 뒤지겠다 있는 시켰냐,0
3312,시발 들어오지 그래 가지고 100명인 거지,0
3313,확실히 이런 게 있어 여러분들 자태를 하며,0
3314,핸드폰등록 수가 적어 줘요,0
3315,네 사람만 이제 등록을 하기 때문에,0
3316,근데 학교를 다니는 사람들은 300명,0
3317,400명이 등록이 되어 있잖아,0
3318,1400명이 닥치라고 같이 노는 새끼가 아니야,0
3319,매일같이 학교에서 몇 번 얼굴 보고,0
3320,그거 친구를 느껴서,0
3321,그거 등록을 하는 주변에 진실된 친구가 아니에요,0
3322,그래서 나처럼 소수로 등록되어 있어도 돈 많아요,0
3323,많은 새끼가 매일같이 여기 들어와 가지고,1
3324,이러고 있어요,0
3325,저도 연락을 하지만 이 개새끼야 이 개새끼야 야,1
3326,너 그만 좀 할래,0
3327,누가 더 많이 받나 해 볼래 그 사람 이름 다 거기 시키고,0
3328,다 해 가지고 너 만약에 친구를 절대 안된다,0
3329,현실친구 해야 된다,0
3330,그래 너 먼저 해,0
3331,개새끼야 그건 싫어 싫어 개새끼 추워 추워 그래,1
3332,일단은 뭐 형이 진짜 출연료를 줄게 구라가 아니라,0
3333,줄테니까,0
3334,너 진짜 너무 아니 장난이 아니야 진실되게 말해,0
3335,너 형은 멤버 놀 거야,0
3336,말 거야,0
3337,딱 말해 구라치고 네가 말하면 바로 성내리 되고,0
3338,지금 성사가 딱 계약이 완료 갔는데 갑자기 내일부터 뭐 어,0
3339,그러면 거기는 다시 1시간 하는 거네 말해야 돼 너 지금,0
3340,번갈아가면서 출연 할 거야,0
3341,아니면 방송에서만 출연 할 거야 뭐라고,0
3342,그쪽 방송에서 나오면서 형 방송에 같이 나올 거야,0
3343,아니면 홍 방송에 출연할 거야 출근할게요,0
3344,의리 없는 새끼야 그래도 지금까지 처음이지 씨발놈아,1
3345,그냥 이렇게 돼 진짜 뭘 전쟁,0
3346,네가 이제 집 온유를,0
3347,지금은 승희가 좀 많이 찾으라고 있지만,0
3348,네가 이제 많이 찾으러 하게 되잖아 아,0
3349,그건 아닙니다 갖다 버릴 거야,0
3350,그래도 대구 일정이 어떻게 되십니까,0
3351,미안해 너는 새끼네 네가 아니고,0
3352,내 편 이라며 저번에 나한테 그랬잖아,1
3353,그래서 거기서 진짜 그랬어,0
3354,개소리야 당신에게 초콜릿 뺐는데,3
3355,그거 아니야 누군가가 아 야 너 있잖아,0
3356,그거 뭔 말하면 딱 얘기해 시험이라고,0
3357,내가 놀러 가지도 화났어 화났어 거지 똥 아,0
3358,예 한번 열심히 한번 해 보자,0
3359,이제 너 그러고 보니까 이제 우리,0
3360,우리 같은 사람들은 솔직히 너를 많이 안 까,0
3361,같은멤버 니까,0
3362,근데 너 이제 그쪽에서 내가 하는 걸 보니까 많이 가이드라고,0
3363,무슨 형님한테 내용은 그런 식으로 안 가기로,0
3364,승인시 조금 즐겁게 장난치는 건 있어요,0
3365,통화 이거는 뭐 농담으로,0
3366,한 살이야 농담이 농담이 줘,0
3367,씨발놈 해도 돼 불편할 필요 없어 욕하는 것처럼,1
3368,한테도 얘기 해도 돼,0
3369,아까 나한테 왜 안 해 안 받아 엄마 요것만 어찌 그래,0
3370,봐라 할 말이 없어 아이 씹새끼 너 나 무시하냐,0
3371,계속 살잖아 아니 아까 말했잖아요,0
3372,애들 어쨌다고 다시 하려면 어떻게 해야 씨발새끼야 참,0
3373,이렇게 - 4는 계속 계속,0
3374,씨발새끼야 이 새끼가 나를 무시하는 귀엽네 우리 복덩이 아니,1
3375,아니 생림 야이 개새끼야 너 가야겠네 내가 한 거죠,1
3376,나한테 이렇게 말귀를 못 알아들어,2
3377,아까부터 아깐 됐는데,0
3378,그렇게 있잖아요,0
3379,어 그래 그래 그럼 됐어,0
3380,복숭아 네가 지금처럼 이제 좀 말하는 웃음을 주면 어,0
3381,그렇게 데리고 치고 하면 시리한테,0
3382,이제 10프로가 너한테 개새끼야 이 새끼 진짜 관심사를 엔터테인먼트,1
3383,지금 무시하는 거냐,0
3384,엔터테인먼트를 무시하는 게 아니고,0
3385,계속 말하면 씨발놈아 더 맞다고 하는 거야 이 개새끼야 그래,1
3386,안 그래 안 그래 그래 씨발놈아 그거는 뭐 인정하겠습니다,1
3387,한테도 15% 주는 거에 대해 어떻게 생각하니,0
3388,돈이 아니기 때문에 네가 생각하는 거니까,0
3389,그렇게 그럴 거예요,0
3390,아니 내가 생각한 발음이 아니다,0
3391,미안하다 화를 낼 줄 알았네 화를 안 되구나,0
3392,언제 소리 아닌데 화를 왜요 아니 너 돈 15% 준다,0
3393,그래 나한테 뭔,0
3394,개소리야 시발 새끼 이 새끼 나오길,1
3395,바래 아열대로 팬클럽 가입 감사합니다 고맙습니다,0
3396,자부동 아 예 너의 간단명료하게 소개로 한번 해보자,0
3397,사람들이 나는 어떠냐고 어떤 사람이고,0
3398,어디 방송에서 출연을 했었는데,0
3399,여기 너무 너무 기대된다,0
3400,앞으로 이렇게 얘기하면 되지 뭐라고요,0
3401,갑자기 없네요 아 아니야,0
3402,지금 학교 다니는 곳에서 다른 학교로 전학 갔어,0
3403,그러면 선생님이 오늘 전학생이 왔다,0
3404,자기소개 한번 그러면 자기소개 안 누구누구입니다,0
3405,나는 나이가 몇 살이면 엄마가 없습니다,0
3406,먹으라고 한 말씀 없어 웬일로 비율을 잘 들었네,0
3407,전화 같다고 생각 한번 해봐,0
3408,2000년생 용띠 구요,0
3409,방송에서 출연자가 좀 두드려 맞고 싶니,0
3410,방송에 왔습니다,0
3411,양띠 야채를 너는 나는 비용,0
3412,시작하기 같은 새끼 진짜 비슷해 그 진짜 맞아,0
3413,그러게 박 대가리들이 진짜 보면 복동아 네가,0
3414,이제 승천할 날이 얼마 남지 않아서,0
3415,지금은 필요 이렇게 좆같은 나를 세월아 내월아 보내고 있지만,0
3416,내 방 소개 좀 찾아 이제 나오면서 맞고,0
3417,그다음에 뭐 저금통이 뭐 20만 원 모았다,0
3418,그러면은 뭐 단백질 인형,0
3419,사 가지고 못 위대하게 도움이 내거나,0
3420,그런 식으로 도움에 맞춰 줄 수가 있어요,0
3421,언니 이게 그래도 니가 하지만 뭐 300원 부족하다,0
3422,그러면 4편까지 주더라고 그런 거 있어 야,0
3423,근데 너 진짜 축하한다,0
3424,어떻게 해 아니 내가 볼 때,0
3425,너 오늘 태영이 방송하면 너 혼날 것 같은데,0
3426,사람들이 다 이제 견뎌야지,0
3427,남자가 성장하려면 그런 건 견디고 그래야 되는 거야,0
3428,그리고 막말로 먹는 게 낫잖아,0
3429,여기서 그냥 칭찬 더 먹어 그래,0
3430,개새끼가 방귀를 뀌는 좆같은 새끼가 귀엽게 못 하냐 이 개새끼야,1
3431,너 나한테 뽀뽀해 봐,0
3432,아 이 새끼 야 네가 나보다 동생이니까,1
3433,네가 나한테 해 봐,0
3434,그거는 방종 했을 때 얘기고,0
3435,지금 방송 지금 여기는 집 자기야 개새끼야,1
3436,씨발놈아 이 새끼가 지금 야,1
3437,내가 너보다 상자가 한 번만 한 번만 이 개새끼야 시발,1
3438,새끼가 뒤질라고 새끼들이 진짜 형님 누님들,1
3439,지금 심장이 파충류 가까이 계신데 공짜니까 부탁드리고요,0
3440,근데 약간 폭동이라 잘 맞네요,0
3441,지금 보니까 옛날에 잊어 먹어서,0
3442,그럴 때도 잘 맞았는데,0
3443,응 복숭아 뭐가 이제 여기로 넘어오면서,0
3444,이제 너같이 멤버 했던 사람들이 있을 거 아니야,0
3445,네 네 그 멤버들도 예 떼거지로 데리고 와 보고,0
3446,뭐 거기에서 어 야 너 거기도 넘어갔어,0
3447,나도 너 먹을래 뭐 그런 식으로 말하는 게 있으면,0
3448,무조건 데리고 와 봐 받아들인다,0
3449,혹시 그 여자 매물 없니,0
3450,그쪽에 89개 감사드립니다 고맙습니다,0
3451,형님 사랑해요 정주 형님 아 모바일시청 자신의 감사드립니다,0
3452,형님 약수동 아 언니도 이모 아는 사람 중에 여자예요 없는데,0
3453,초콜릿 들어갈게요 군대에서 중요해 없으면 없는데요,0
3454,그러면 개 두드려 맞아 찾아보겠습니다,0
3455,이렇게 딱 시발 진짜 많이 들어가고 있어 보다 낫다,1
3456,네가 인정한다,0
3457,나보다 나이는 먹었지만,0
3458,나보다 똑똑한 거 야,0
3459,배틀 한번 가자 이승희 너 지금 열 다섯 살이라고 22,0
3460,사람만 지식배틀 한번 하게 문제,0
3461,한번 내 봐 너 솔직히 여기서 집에 진짜 개 쪽팔린 건 알지,0
3462,어 하니까 야 다섯 살 하나 모르겠냐 이 씨발새끼야,1
3463,진짜 멍청해 가지고 그때 문제가 있는 게 걱정이다,0
3464,확실히 혹시 그 검색을 한다고 할 수 있기 때문에 확실해,0
3465,예 예 하지 말고,0
3466,그러면 지금 영어 스펠링,0
3467,딱 말하기 바로 오면 진짜 못 해요,0
3468,그러면 너 구구단을 외우자 잘해 구구단 잘해 줘,0
3469,예 먼저 할게 예,0
3470,구구단 눌러서 안 들려요 6 7 1 6 6 7동,0
3471,아 71 아 이 새끼 진짜 빨리 하세요,1
3472,예 씨발년들아 지금 무시하냐,1
3473,사장 이 새끼야 새끼 개새끼가 외자 구구단을 외자 7,1
3474,8 56 아 씨발놈 아가리 닥쳐 네가 틀렸어,1
3475,그냥 개새끼야 틀린 거 씨발놈,1
3476,오늘 익산 새끼가 벌써부터 이겨 먹으려고 그래 야,1
3477,너 오늘 뭐야 그게 플러스 이렇게 샀다,0
3478,올라가 이 씨발새끼야 아,1
3479,진짜 현우 터졌네 방송하면서 회장님 만들어 어떤 것인지 무엇인지,0
3480,저새끼한테 새로운 직원,1
3481,네가 잘 가르쳐 새로운 담배,0
3482,피고 올게 신태일 철구,0
3483,대기업에서 이제 좀 빠져 나와 이제 다 회사야 그래가지고,0
3484,이제 좀 많이 컸어,0
3485,이제 좀 있으면 이제 부사장도 달 수 있을 거 같아 가지고,0
3486,지금 좀 내가 같이 많이 필요 없거든,0
3487,거기 있어서 이 개새끼야 너도,1
3488,이제 좀 그 일원이 된 그런 너의 우리 집이다,0
3489,내 회사가 이렇게 생각하고 열심히 좀 죽겠다,0
3490,얘 네 사장님,0
3491,그리고 좀 개새끼야 눈치가 있어야지 씨발놈아 빨간색,1
3492,빨간색 빨간색 인 거야 머리 무슨 색깔이야 머리 빨간색입니다,0
3493,아니 이 새끼야 그러면 너 빨간색이야,1
3494,왜 버징가 너 진짜 빨간색이야 진짜야 진짜 하고,0
3495,오늘부터 사장님이 빨간색 되는 거라고 알겠어 알겠습니다,0
3496,그래 이건 말해 줄 수 없습니다,0
3497,경기도 평택시 평택 2로 평택에서 닉네임 있어,0
3498,그리고 사장님 같은 경우는 인천은 인천 앞바다에서 너 뭐야,0
3499,강백호 강백 오셨고,0
3500,재발하기 없어 없어 저기서 보이스란 볼게,0
3501,이런 셋은 없어 죄송합니다,0
3502,오늘은 봐줄 테니까,0
3503,좀 준비를 해 가지고 마음 같은 거,0
3504,좀 해 봐 밥 안 먹었어 안 물어봤는데,0
3505,먹으니 좀 많이 시간이 지났습니다,0
3506,그래 잠도 많이 자고 기도 좀 많이 크고,0
3507,우리 사장님 보다 좀 커야 될 거 아니야 새끼 4,1
3508,그 좀 잘 해 주면은 기분이 좋은데,0
3509,개새끼야 돈도 많이 주고,1
3510,그런단 말이야 여기 있습니다 사장님 정말 잘했습니다,0
3511,이제 열심히 하겠다고 하고,0
3512,괜찮은 아닌 거 같습니다 준다 그랬잖아 말했다,0
3513,많은 것을 배웠어 오늘 처음 이거 하니까 첫날이고 하니까,0
3514,이제 첫날부터 월급을 주는 병신들은 없어 그렇지,0
3515,그렇지 뭐 오늘 저녁에 첫날 5000원을 주겠다,0
3516,사장님을 야 이 개새끼야 뭐 하잖아,1
3517,그렇지 아직 좀 더 시켜 가지고요,0
3518,안 나오네요 새끼가 만약에,1
3519,나의 마음에 안 드는 행동을 한다,0
3520,너를 때려 이 씹새끼야 알았어,1
3521,너무 15% 했으면 14% 깎인다,0
3522,뭐 그런 식으로 얘기 있습니다,0
3523,만약 1% 갔잖아 눈이 엄마 이 개새끼,1
3524,면상이 4% 가까이 개새끼야 알겠어 알겠어,1
3525,새끼가 똑바로 해 일 끝났습니다,1
3526,참 잘 받아 우리 직원들 봐 줘 씨발놈,1
3527,당신도 마르고 물론 다 엄마가 없지만 아니다 아니다,0
3528,느그 어머니 아버지는 잘 계시나 사랑한다고 아비가 그래,0
3529,어머니 연세가 어떻게 되시지 이거 모르신다,0
3530,야이 새끼야 알잖아 괜찮아,1
3531,아무것도 안 해 우리 어머니는 쉬운 살이죠,0
3532,너네 어머니는 몇 살이야 있지,0
3533,진짜 모르네 이 시발 새끼야 미쳤냐,1
3534,뭐야 내일까지 숙제야 알겠어,0
3535,뭐야 이 새끼 네 진짜로 숙제를 내 줄 거야,1
3536,차량이 우선 저 승이,0
3537,너의 상사가 말한 대로 느금 ini 를 알아 올 것,1
3538,그리고 너의 얼굴이 얼마나 좆같이 생겼는지,1
3539,그거 이제 얘기를 해 올 것,0
3540,네 그리고 네가 왜 여자친구가 없나,0
3541,필드를 해 오는 거야 세 가지가 너의 숙제야 알았지,0
3542,그래 하나로도 아니,0
3543,오늘은 뭐 첫날부터 우리 중에 파이라는 여자가 있다,0
3544,목동아 굉장히 목소리도 쌔끈빠끈 하고,3
3545,물론 얼굴은 너처럼 좆같이 생겼어,1
3546,여기는 싸게 보여 네 목소리만 이쁘면 돼 소개를 시켜주겠다,0
3547,들어오시오 나갔는데 아이뻐라,0
3548,아이 생에 원래 회사에서 사귀는 걸 뭐라,0
3549,그러나 4년 이라고 합니다,0
3550,사회 연예인 그거는 나는 역시 우리 사장님,0
3551,씨발놈 빨리 너 여편네 초대해라 이게 알겠습니다,1
3552,안 들어오네 너 여직원 야 너 산에 연인은 하되,0
3553,너 여자친구 관리 똑바로 안 시키냐,0
3554,지금 뭐 전화 안 받네요,0
3555,마라 이 씨발년아 야탑동 아 뭐 하냐 이 씨발놈 가 말이야,1
3556,파이랑 침도 안 됐어,0
3557,개새끼야 씨발놈아 야,1
3558,야 야 이 좆 같은 새끼 이런 씨,1
3559,씨발놈 말 존나 한다,1
3560,네가 파이보다 사람인 줄 알았어 합하면 오른쪽 인도하십니다,0
3561,새끼가 이 씨발년이 파이어 개새끼가 진짜 뒤질라고,1
3562,새끼가 얼만데 미안하다 그래 죄송합니다,1
3563,네가 신입사원인데,0
3564,이렇게 사장이 많이 화를 냈다,0
3565,미안하다 거기에 대해서 잘못입니다,0
3566,제가 교육을 제대로 잘못이야 그래 갖고 있어 너는 이 씨발놈아,1
3567,너 신입사원 그따구로 시켰어,0
3568,그따구로 밖에 못 박혀 죄송합니다 845 야 거야,0
3569,나 부르는 거야 야 우리 회사 신입 사원이 들어왔다,0
3570,나는 열 다섯 살 키는 159,0
3571,그리고 학력은 쳐져 16살,0
3572,중학교 를 지금 다니고 있다,0
3573,인사 한번 해라 반갑습니다,0
3574,그래 아주 맘에 든다 감사합니다 열심히 하겠습니다,0
3575,그래 네 손님 한 명밖에 없어 얼마나 한 짓을 한다,0
3576,파이 사원에게 잘 보인다,0
3577,그러면 승현이 옆에 있는 파일을,0
3578,너의 앞에서도 4조 집을 만들어 사장님,0
3579,그건 좀 아닌 거 같습니다,0
3580,예 응 그건 어떠니 승인서 너랑 더 이상 언니랑,0
3581,이제 붕가붕가 할 때,2
3582,그걸 구경 시키면서 대화를 크게 하는 방법,0
3583,좀 어떠니 끝까지 괜찮습니다,0
3584,비서 사장님비서 중에 새로 되지 않습니까,0
3585,그 새끼 꺼져라 오늘 보러 바로 이제 그 갖다 버렸다,1
3586,개새끼다 처음으로 다 가지고 와 가지고,1
3587,걔들도 맞장구도 같이 치면서 많이 힘들잖아,0
3588,그렇지 근데 너,0
3589,혹시 은행 있어 네 이름으로 계좌 있냐고 없어요,0
3590,"그럼 5,000원 형이 어떻게 해 줘",0
3591,핸드폰에 방송 끝나고 말씀드렸습니다,0
3592,지금 말해 핸드폰 케이스 하고 있습니다,0
3593,거기서 1등 그럼 귀찮은 것 같은데,0
3594,그걸 어떻게 사랑하는 시켜 이 씨발놈아 거기서 관리를,1
3595,임성은 왜 너무 화난 게임 있으면 캐시,0
3596,충전 해 줄 수 있어 게임 하는 거 있어,0
3597,리그오브레전드 합니다,0
3598,너는 꺼져 야 너는 내가 먹여 살려 그래,0
3599,보통 아 아 먹고 살기 힘들어서 야,0
3600,너무 하는 게임 뭐 있어,0
